par,fecha,wk,lado,conf,rgo_u,R_W,rr_W,R_D,rr_D,R_H4,rr_H4,coste
EURUSD,2023-09-21 00:15:00,2023-09-17,1,0,2.6999999999999247,-1.0,49.33333333333471,,,,,0.5296296296296444
EURUSD,2023-09-22 01:00:00,2023-09-17,1,0,2.100000000000435,-1.0,54.66666666665609,,,,,0.68095238095224
EURUSD,2023-09-25 09:15:00,2023-09-24,1,3,2.0999999999982144,-1.0,60.09523809528955,-1.0,21.38095238097106,-1.0,15.66666666668006,0.68095238095296
EURUSD,2023-09-26 02:00:00,2023-09-24,1,0,5.60000000000116,-1.0,26.535714285708565,,,,,0.25535714285709
EURUSD,2023-09-27 01:15:00,2023-09-24,1,3,4.3999999999999595,-1.0,40.36363636363673,-1.0,11.318181818181888,2.9090909090908172,2.9090909090908172,0.325000000000003
EURUSD,2023-09-28 00:15:00,2023-09-24,1,2,2.9999999999996696,-1.0,78.93333333334176,,,-1.0,5.333333333334074,0.4766666666667192
EURUSD,2023-09-29 00:00:00,2023-09-24,1,1,2.1999999999988695,-1.0,72.54545454549171,,,,,0.6500000000003341
EURUSD,2023-10-02 18:00:00,2023-10-01,1,1,4.500000000000615,-1.0,38.7111111111058,,,-1.0,5.288888888888275,0.3177777777777344
EURUSD,2023-10-03 01:45:00,2023-10-01,1,2,4.999999999999449,-1.0,37.96000000000417,-1.0,25.24000000000293,2.920000000000355,2.920000000000355,0.2860000000000315
EURUSD,2023-10-04 02:30:00,2023-10-01,1,2,5.199999999998539,-1.0,37.6923076923184,,,-1.0,3.0769230769240297,0.2750000000000773
EURUSD,2023-10-05 01:00:00,2023-10-01,1,1,3.2999999999994145,-1.0,40.000000000007404,,,,,0.43333333333341023
EURUSD,2023-10-06 02:45:00,2023-10-01,1,2,3.1000000000003247,-1.0,39.03225806451204,,,4.322580645160505,4.322580645160505,0.4612903225805969
EURUSD,2023-10-10 09:15:00,2023-10-08,-1,2,4.8000000000003595,-1.0,29.937499999997744,-1.0,15.124999999998497,,,0.29791666666664435
EURUSD,2023-10-11 00:15:00,2023-10-08,-1,0,2.9999999999996696,-1.0,52.10000000000585,,,,,0.4766666666667192
EURUSD,2023-10-12 06:15:00,2023-10-08,-1,1,5.800000000000249,-1.0,29.758620689653984,-1.0,6.948275862068629,,,0.24655172413792045
EURUSD,2023-10-13 02:30:00,2023-10-08,-1,1,2.60000000000149,-1.0,35.730769230748834,,,-1.0,2.5769230769214015,0.5499999999996849
EURUSD,2023-10-23 13:45:00,2023-10-22,-1,2,4.599999999999049,-1.0,36.000000000007724,,,-1.0,16.760869565221086,0.31086956521745557
EURUSD,2023-10-24 00:15:00,2023-10-22,-1,0,3.4000000000000696,-1.0,52.20588235294056,,,,,0.42058823529410905
EURUSD,2023-10-25 01:00:00,2023-10-22,-1,2,3.20000000000098,13.437499999995794,31.56249999999033,,,4.312499999998482,4.312499999998482,0.4468749999998632
EURUSD,2023-10-26 01:00:00,2023-10-22,-1,1,2.9999999999996696,-1.0,14.400000000001924,,,,,0.4766666666667192
EURUSD,2023-10-27 01:15:00,2023-10-22,-1,3,2.20000000000109,-1.0,29.181818181804143,-1.0,20.272727272716814,-1.0,6.454545454542151,0.649999999999678
EURUSD,2023-11-01 08:30:00,2023-10-29,1,3,5.399999999999849,-1.0,30.962962962963953,-1.0,27.370370370371162,6.592592592592791,6.592592592592791,0.2648148148148222
EURUSD,2023-11-02 00:00:00,2023-10-29,1,0,3.5999999999991594,-1.0,26.388888888895227,,,,,0.397222222222315
EURUSD,2023-11-03 02:00:00,2023-10-29,1,1,5.5000000000005045,-1.0,11.581818181817095,,,,,0.25999999999997614
EURUSD,2023-11-06 04:15:00,2023-11-05,-1,1,9.900000000000464,6.202020202019722,23.181818181816897,2.5757575757572835,2.5757575757572835,,,0.1444444444444377
EURUSD,2023-11-07 03:00:00,2023-11-05,-1,1,4.299999999999304,-1.0,42.06976744186713,,,,,0.3325581395349375
EURUSD,2023-11-08 00:00:00,2023-11-05,-1,1,2.2999999999995246,-1.0,75.56521739131975,,,,,0.6217391304349111
EURUSD,2023-11-09 03:30:00,2023-11-05,-1,0,2.4999999999986144,-1.0,74.68000000004125,,,,,0.572000000000317
EURUSD,2023-11-10 00:00:00,2023-11-05,-1,0,5.20000000000076,-1.0,28.846153846149445,,,,,0.27499999999995983
EURUSD,2023-11-14 08:45:00,2023-11-12,-1,2,11.099999999999444,-1.0,11.981981981982463,-1.0,11.171171171171702,-1.0,8.378378378378676,0.12882882882883528
EURUSD,2023-11-15 01:15:00,2023-11-12,-1,0,2.8999999999990145,-1.0,75.13793103450821,,,,,0.49310344827602964
EURUSD,2023-11-16 01:15:00,2023-11-12,-1,1,2.9999999999996696,-1.0,60.60000000000622,,,,,0.4766666666667192
EURUSD,2023-11-17 01:00:00,2023-11-12,-1,1,2.300000000001745,-1.0,86.08695652167302,,,,,0.621739130434311
EURUSD,2023-11-20 02:45:00,2023-11-19,-1,0,3.1000000000003247,-1.0,80.96774193547506,,,,,0.4612903225805969
EURUSD,2023-11-21 01:00:00,2023-11-19,-1,0,5.800000000000249,-1.0,49.67241379310131,,,,,0.24655172413792045
EURUSD,2023-11-22 00:00:00,2023-11-19,-1,0,4.500000000000615,-1.0,54.44444444443693,,,,,0.3177777777777344
EURUSD,2023-11-23 03:00:00,2023-11-19,-1,2,6.500000000000394,-1.0,37.753846153843874,,,-1.0,3.369230769230433,0.21999999999998665
EURUSD,2023-11-24 03:00:00,2023-11-19,-1,2,3.9999999999995595,-1.0,61.17500000000672,,,-1.0,3.7000000000002222,0.3575000000000394
EURUSD,2023-11-28 09:00:00,2023-11-26,-1,2,3.9999999999995595,-1.0,29.525000000002944,-1.0,11.300000000000889,,,0.3575000000000394
EURUSD,2023-11-29 00:00:00,2023-11-26,-1,1,4.60000000000127,-1.0,32.0652173912951,,,,,0.3108695652173055
EURUSD,2023-11-30 03:15:00,2023-11-26,-1,0,13.000000000000789,7.230769230768679,7.230769230768679,,,,,0.10999999999999333
EURUSD,2023-12-01 00:00:00,2023-11-26,-1,1,3.1000000000003247,-1.0,17.483870967740042,,,,,0.4612903225805969
EURUSD,2023-12-04 11:45:00,2023-12-03,1,2,6.500000000000394,-1.0,29.876923076921255,-1.0,11.061538461537836,-1.0,8.892307692307336,0.21999999999998665
EURUSD,2023-12-05 00:15:00,2023-12-03,1,0,3.4000000000000696,-1.0,51.17647058823383,,,,,0.42058823529410905
EURUSD,2023-12-06 00:00:00,2023-12-03,1,1,3.00000000000189,-1.0,74.16666666661955,,,,,0.47666666666636637
EURUSD,2023-12-07 00:15:00,2023-12-03,1,2,2.2999999999995246,-1.0,112.13043478263178,-1.0,19.782608695656496,-1.0,5.173913043479436,0.6217391304349111
EURUSD,2023-12-08 00:00:00,2023-12-03,1,2,2.100000000000435,-1.0,110.80952380950039,,,-1.0,7.666666666664552,0.68095238095224
EURUSD,2023-12-13 15:00:00,2023-12-10,-1,2,14.300000000000423,-1.0,11.090909090908752,-1.0,8.174825174824917,,,0.09999999999999705
EURUSD,2023-12-14 01:15:00,2023-12-10,-1,1,3.1000000000003247,-1.0,56.87096774192964,,,,,0.4612903225805969
EURUSD,2023-12-15 04:30:00,2023-12-10,-1,0,17.299999999997873,-1.0,13.09826589595544,,,,,0.08265895953758243
EURUSD,2023-12-21 22:15:00,2023-12-17,-1,2,2.2999999999995246,-1.0,113.52173913045858,-1.0,31.652173913049815,,,0.6217391304349111
EURUSD,2023-12-22 01:00:00,2023-12-17,-1,0,2.500000000000835,-1.0,102.23999999996596,,,,,0.571999999999809
EURUSD,2023-12-26 14:30:00,2023-12-24,-1,3,2.4000000000001798,-1.0,61.79166666666254,-1.0,17.87499999999919,-1.0,11.87499999999919,0.5958333333332887
EURUSD,2023-12-27 03:15:00,2023-12-24,-1,3,7.499999999998064,-1.0,20.640000000005543,-1.0,5.106666666667985,-1.0,2.4266666666674994,0.1906666666667159
EURUSD,2023-12-28 01:00:00,2023-12-24,-1,0,6.500000000000394,-1.0,33.29230769230583,,,,,0.21999999999998665
EURUSD,2023-12-29 02:15:00,2023-12-24,-1,1,7.399999999999629,-1.0,23.89189189189328,,,,,0.19324324324325293
EURUSD,2024-01-02 08:00:00,2023-12-31,1,3,4.299999999999304,-1.0,42.23255813954161,-1.0,20.209302325584865,-1.0,18.604651162793726,0.3325581395349375
EURUSD,2024-01-03 01:00:00,2023-12-31,1,1,5.5000000000005045,-1.0,33.236363636360316,,,,,0.25999999999997614
EURUSD,2024-01-04 02:15:00,2023-12-31,1,0,3.4000000000000696,-1.0,60.73529411764533,,,,,0.42058823529410905
EURUSD,2024-01-05 00:45:00,2023-12-31,1,2,2.7999999999983594,-1.0,72.1428571428994,,,-1.0,6.57142857143265,0.510714285714585
EURUSD,2024-01-16 02:15:00,2024-01-14,1,3,3.6999999999998145,-1.0,23.70270270270434,-1.0,14.675675675676535,-1.0,5.189189189189838,0.38648648648650585
EURUSD,2024-01-17 00:45:00,2024-01-14,1,2,4.199999999998649,-1.0,32.16666666667733,-1.0,14.666666666671249,-1.0,4.642857142858918,0.3404761904763
EURUSD,2024-01-18 00:30:00,2024-01-14,1,2,3.5000000000007248,-1.0,30.31428571427946,,,2.5428571428561457,2.5428571428561457,0.408571428571344
EURUSD,2024-01-19 01:30:00,2024-01-14,1,2,3.5000000000007248,-1.0,34.599999999993024,,,-1.0,3.057142857141951,0.408571428571344
EURUSD,2024-01-23 11:15:00,2024-01-21,1,1,9.200000000000319,-1.0,14.065217391303808,,,-1.0,6.195652173912871,0.15543478260869026
EURUSD,2024-01-24 01:00:00,2024-01-21,1,0,3.0999999999981043,-1.0,33.45161290324623,,,,,0.4612903225809273
