i_base,i_ent,k,alcista,entrada,objetivo,stop,nat,sim,rr,ts,riesgo_u,R,coste_R,R_neto,ins,coste,uni
18,19,1,True,1857.617,1862.565,1848.898,0.0,0.0,0.5674962725083225,2023-01-04 15:59:00,871.9000000000051,-1.0,0.040142218144282364,-1.0401422181442823,XAUUSD,35.0,u
20,21,1,True,1852.335,1860.295,1846.938,0.0,0.0,1.4748934593292817,2023-01-04 19:59:00,539.6999999999935,-1.0,0.06485084306096058,-1.0648508430609607,XAUUSD,35.0,u
21,22,1,False,1853.798,1846.938,1857.048,0.0,1.0,2.1107692307692,2023-01-04 21:59:00,325.0,-1.0,0.1076923076923077,-1.1076923076923078,XAUUSD,35.0,u
27,28,1,True,1848.435,1855.595,1843.725,0.0,0.0,1.5201698513800481,2023-01-05 09:59:00,471.00000000000364,-1.0,0.07430997876857692,-1.0743099787685768,XAUUSD,35.0,u
28,29,1,False,1846.165,1843.725,1851.048,1.0,1.0,0.4996928117960343,2023-01-05 11:59:00,488.3000000000038,0.4996928117960343,0.07167724759369185,0.42801556420234244,XAUUSD,35.0,u
34,35,1,True,1832.725,1834.225,1830.032,1.0,1.0,0.5569996286669177,2023-01-05 23:59:00,269.29999999999836,0.5569996286669177,0.1299665800222808,0.42703304864463687,XAUUSD,35.0,u
43,44,1,False,1862.198,1840.575,1864.878,0.0,0.0,8.068283582090062,2023-01-06 17:59:00,267.99999999998363,-1.0,0.13059701492538112,-1.1305970149253812,XAUUSD,35.0,u
52,53,1,True,1873.015,1876.825,1870.425,1.0,1.0,1.4710424710423673,2023-01-09 11:59:00,259.00000000001455,1.4710424710423673,0.13513513513512754,1.3359073359072398,XAUUSD,35.0,u
54,55,1,False,1874.635,1871.925,1881.445,1.0,,0.3979441997063228,2023-01-09 15:59:00,680.9999999999945,0.3979441997063228,0.05139500734214432,0.34654919236417847,XAUUSD,35.0,u
57,58,1,True,1870.925,1875.575,1869.105,0.0,1.0,2.554945054945194,2023-01-09 21:59:00,181.99999999999363,-1.0,0.19230769230769904,-1.192307692307699,XAUUSD,35.0,u
62,63,1,True,1871.925,1875.055,1870.515,1.0,1.0,2.219858156028675,2023-01-10 07:59:00,140.99999999998545,2.219858156028675,0.24822695035463554,1.9716312056740397,XAUUSD,35.0,u
36,37,1,False,4046.369,4041.359,4055.499,1.0,0.0,0.5487404162103404,2023-01-10 11:59:00,9.129999999999654,0.5487404162103404,0.21905805038335988,0.3296823658269805,GRXEUR,2.0,p
37,38,1,True,4049.389,4055.499,4040.339,1.0,1.0,0.6751381215469116,2023-01-10 13:59:00,9.050000000000182,0.6751381215469116,0.2209944751381171,0.45414364640879445,GRXEUR,2.0,p
69,70,1,False,1876.298,1871.848,1878.648,1.0,0.0,1.8936170212766883,2023-01-10 21:59:00,234.9999999999909,1.8936170212766883,0.14893617021277172,1.7446808510639165,XAUUSD,35.0,u
44,45,1,False,4092.499,4091.339,4107.379,1.0,0.0,0.07795698924730148,2023-01-11 15:59:00,14.88000000000011,0.07795698924730148,0.13440860215053665,-0.05645161290323518,GRXEUR,2.0,p
79,80,1,True,1873.698,1879.055,1867.015,1.0,1.0,0.801586114020646,2023-01-11 17:59:00,668.2999999999993,0.801586114020646,0.05237168936106545,0.7492144246595805,XAUUSD,35.0,u
82,83,1,True,1876.845,1877.945,1874.348,1.0,1.0,0.44052863436118456,2023-01-11 23:59:00,249.7000000000071,0.44052863436118456,0.14016820184220666,0.3003604325189779,XAUUSD,35.0,u
85,86,1,False,1883.505,1880.095,1884.915,1.0,0.0,2.4184397163123643,2023-01-12 05:59:00,140.99999999998545,2.4184397163123643,0.24822695035463554,2.1702127659577286,XAUUSD,35.0,u
87,88,1,False,1884.248,1879.828,1885.325,0.0,0.0,4.10399257195922,2023-01-12 09:59:00,107.69999999999982,-1.0,0.3249767873723311,-1.324976787372331,XAUUSD,35.0,u
48,49,1,False,4127.349,4104.339,4135.369,1.0,1.0,2.8690773067333635,2023-01-12 11:59:00,8.019999999999527,2.8690773067333635,0.24937655860350597,2.6197007481298575,GRXEUR,2.0,p
88,89,1,False,1885.008,1881.075,1886.205,0.0,0.0,3.285714285714584,2023-01-12 11:59:00,119.6999999999889,-1.0,0.2923976608187406,-1.2923976608187406,XAUUSD,35.0,u
52,53,1,False,4138.079,4121.039,4143.199,0.0,0.0,3.328125000000064,2023-01-12 19:59:00,5.119999999999891,-1.0,0.3906250000000083,-1.3906250000000084,GRXEUR,2.0,p
96,97,1,True,1897.715,1900.855,1895.855,0.0,1.0,1.6881720430108973,2023-01-13 03:59:00,185.99999999999,-1.0,0.18817204301076282,-1.1881720430107627,XAUUSD,35.0,u
101,102,1,True,1899.945,1906.865,1893.615,1.0,1.0,1.0932069510268803,2023-01-13 13:59:00,632.9999999999927,1.0932069510268803,0.055292259083728916,1.0379146919431514,XAUUSD,35.0,u
111,112,1,True,1917.475,1920.745,1910.665,0.0,0.0,0.48017621145374567,2023-01-16 09:59:00,680.9999999999945,-1.0,0.05139500734214432,-1.0513950073421443,XAUUSD,35.0,u
112,113,1,False,1916.495,1910.665,1919.195,1.0,1.0,2.159259259259196,2023-01-16 11:59:00,270.00000000000455,2.159259259259196,0.12962962962962746,2.0296296296295684,XAUUSD,35.0,u
120,121,1,True,1909.845,1913.155,1906.808,0.0,1.0,1.089891340138264,2023-01-17 07:59:00,303.70000000000346,-1.0,0.11524530786960685,-1.115245307869607,XAUUSD,35.0,u
65,66,1,True,4148.339,4161.499,4140.349,1.0,1.0,1.6470588235294386,2023-01-17 11:58:00,7.989999999999782,1.6470588235294386,0.2503128911138992,1.3967459324155393,GRXEUR,2.0,p
124,125,1,False,1910.955,1906.965,1916.545,1.0,1.0,0.7137745974955108,2023-01-17 15:59:00,559.0000000000146,0.7137745974955108,0.06261180679785168,0.651162790697659,XAUUSD,35.0,u
126,127,1,True,1907.855,1913.245,1903.675,0.0,0.0,1.2894736842104761,2023-01-17 19:59:00,418.00000000000637,-1.0,0.08373205741626667,-1.0837320574162668,XAUUSD,35.0,u
127,128,1,False,1908.195,1903.675,1910.675,1.0,1.0,1.8225806451612696,2023-01-17 21:59:00,248.00000000000182,1.8225806451612696,0.14112903225806347,1.6814516129032062,XAUUSD,35.0,u
134,135,1,False,1915.518,1907.675,1916.648,0.0,0.0,6.940707964602562,2023-01-18 11:59:00,112.99999999998818,-1.0,0.3097345132743687,-1.3097345132743687,XAUUSD,35.0,u
75,76,1,True,4161.049,4181.389,4157.059,0.0,0.0,5.0977443609025705,2023-01-18 19:59:00,3.9899999999997817,-1.0,0.5012531328321076,-1.5012531328321077,GRXEUR,2.0,p
139,140,1,True,1903.298,1906.385,1902.225,1.0,1.0,2.8769804287043077,2023-01-18 21:59:00,107.30000000000928,2.8769804287043077,0.3261882572227118,2.550792171481596,XAUUSD,35.0,u
143,144,1,False,1909.995,1900.855,1910.865,0.0,0.0,10.505747126435207,2023-01-19 05:59:00,87.00000000001182,-1.0,0.402298850574658,-1.4022988505746579,XAUUSD,35.0,u
145,146,1,False,1910.285,1906.305,1916.665,0.0,0.0,0.6238244514106727,2023-01-19 09:59:00,637.9999999999882,-1.0,0.05485893416928001,-1.05485893416928,XAUUSD,35.0,u
78,79,1,True,4104.389,4138.369,4090.359,1.0,1.0,2.42195295794719,2023-01-19 13:59:00,14.0300000000002,2.42195295794719,0.142551674982179,2.279401282965011,GRXEUR,2.0,p
79,80,1,False,4101.349,4090.359,4114.499,0.0,0.0,0.8357414448669612,2023-01-19 15:59:00,13.149999999999636,-1.0,0.15209125475285593,-1.152091254752856,GRXEUR,2.0,p
151,152,1,False,1931.205,1919.755,1935.045,0.0,1.0,2.981770833333173,2023-01-19 21:59:00,384.00000000001455,-1.0,0.09114583333332987,-1.09114583333333,XAUUSD,35.0,u
155,156,1,True,1927.855,1932.415,1923.038,1.0,1.0,0.9466472908449115,2023-01-20 05:59:00,481.7000000000007,0.9466472908449115,0.07265933153414977,0.8739879593107618,XAUUSD,35.0,u
157,158,1,False,1929.265,1926.065,1937.435,1.0,1.0,0.3916768665850803,2023-01-20 09:59:00,816.9999999999845,0.3916768665850803,0.04283965728274255,0.34883720930233775,XAUUSD,35.0,u
83,84,1,False,4109.339,4097.379,4123.499,0.0,0.0,0.8446327683615932,2023-01-20 11:59:00,14.159999999999854,-1.0,0.1412429378531088,-1.1412429378531088,GRXEUR,2.0,p
85,86,1,True,4109.339,4119.389,4103.339,1.0,1.0,1.6750000000000302,2023-01-20 15:59:00,6.0,1.6750000000000302,0.3333333333333333,1.341666666666697,GRXEUR,2.0,p
86,87,1,False,4114.069,4103.339,4119.199,0.0,0.0,2.0916179337236156,2023-01-20 17:58:00,5.1299999999992,-1.0,0.3898635477583454,-1.3898635477583454,GRXEUR,2.0,p
164,165,1,True,1927.165,1929.898,1923.608,1.0,1.0,0.7683441102052108,2023-01-22 23:59:00,355.70000000000164,0.7683441102052108,0.09839752600506,0.6699465842001507,XAUUSD,35.0,u
166,167,1,False,1930.505,1927.175,1935.445,1.0,1.0,0.6740890688259659,2023-01-23 03:59:00,493.9999999999827,0.6740890688259659,0.07085020242915227,0.6032388663968136,XAUUSD,35.0,u
172,173,1,True,1922.845,1927.745,1911.248,1.0,1.0,0.4225230663102416,2023-01-23 15:59:00,1159.699999999998,0.4225230663102416,0.030180219022160955,0.39234284728808067,XAUUSD,35.0,u
173,174,1,False,1923.765,1911.248,1926.178,0.0,0.0,5.187318690426853,2023-01-23 17:59:00,241.3000000000011,-1.0,0.145047658516369,-1.145047658516369,XAUUSD,35.0,u
